CD_SETOR;V00644;V00645;V00646;V00647;V00648;V00649;V00650;V00651;V00652;V00653;V00654;V00655;V00656;V00657;V00658;V00659;V00660;V00661;V00662;V00663;V00664;V00665;V00666;V00667;V00668;V00669;V00670;V00671;V00672;V00673;V00674;V00675;V00676;V00677;V00678;V00679;V00680;V00681;V00682;V00683;V00684;V00685;V00686;V00687;V00688;V00689;V00690;V00691;V00692;V00693;V00694;V00695;V00696;V00697;V00698;V00699;V00700;V00701;V00702;V00703;V00704;V00705;V00706;V00707;V00708;V00709;V00710;V00711;V00712;V00713;V00714;V00715;V00716;V00717;V00718;V00719;V00720;V00721;V00722;V00723;V00724;V00725;V00726;V00727;V00728;V00729;V00730;V00731;V00732;V00733;V00734;V00735;V00736;V00737;V00738;V00739;V00740;V00741;V00742;V00743;V00744;V00745;V00746;V00747;V00748;V00749;V00750;V00751;V00752;V00753;V00754;V00755;V00756;V00757;V00758;V00759;V00760;V00761;V00762;V00763;V00764;V00765;V00766;V00767;V00768;V00769;V00770;V00771;V00772;V00773;V00774;V00775;V00776;V00777;V00778;V00779;V00780;V00781;V00782;V00783;V00784;V00785;V00786;V00787;V00788;V00789;V00790;V00791;V00792;V00793;V00794;V00795;V00796;V00797;V00798;V00799;V00800;V00801;V00802;V00803;V00804;V00805;V00806;V00807;V00808;V00809;V00810;V00811;V00812;V00813;V00814;V00815;V00816;V00817;V00818;V00819;V00820;V00821;V00822;V00823;V00824;V00825;V00826;V00827;V00828;V00829;V00830;V00831;V00832;V00833;V00834;V00835;V00836;V00837;V00838;V00839;V00840;V00841;V00842;V00843;V00844;V00845;V00846;V00847;V00848;V00849;V00850;V00851;V00852;V00853;V00854;V00855;V00856;V00857;V00858;V00859;V00860;V00861;V00862;V00863;V00864;V00865;V00866;V00867;V00868;V00869;V00870;V00871;V00872;V00873;V00874;V00875;V00876;V00877;V00878;V00879;V00880;V00881;V00882;V00883;V00884;V00885;V00886;V00887;V00888;V00889;V00890;V00891;V00892;V00893;V00894;V00895;V00896;V00897;V00898;V00899;V00900;V00901;V00902;V00903;V00904;V00905;V00906;V00907;V00908;V00909;V00910;V00911;V00912;V00913;V00914;V00915;V00916;V00917;V00918;V00919;V00920;V00921;V00922;V00923;V00924;V00925;V00926;V00927;V00928;V00929;V00930;V00931;V00932;V00933;V00934;V00935;V00936;V00937;V00938;V00939;V00940;V00941;V00942;V00943;V00944;V00945;V00946;V00947;V00948;V00949;V00950;V00951;V00952;V00953;V00954;V00955;V00956;V00957;V00958;V00959;V00960;V00961;V00962;V00963;V00964;V00965;V00966;V00967;V00968;V00969;V00970;V00971;V00972;V00973;V00974;V00975;V00976;V00977;V00978;V00979;V00980;V00981;V00982;V00983;V00984;V00985;V00986;V00987;V00988;V00989;V00990;V00991;V00992;V00993;V00994;V00995;V00996;V00997;V00998;V00999;V01000;V01001;V01002;V01003;V01004;V01005;CD_MUN
230280005000054;20;19;18;20;21;18;8;15;9;8;6;15;6;7;0;0;13;0;4;X;0;14;0;4;X;0;13;0;4;X;0;14;X;7;0;0;14;0;4;0;0;14;0;X;X;0;6;0;X;0;0;14;0;X;3;0;4;0;X;X;0;5;0;0;0;0;6;0;X;0;0;13;0;3;0;0;3;0;8;13;6;14;13;8;7;6;4;4;X;8;5;12;6;12;6;8;10;X;9;5;4;4;7;X;20;17;16;17;20;17;5;9;5;5;3;6;X;7;0;0;13;0;3;X;0;13;0;4;X;0;11;0;X;X;0;14;X;7;0;0;13;0;3;0;0;14;0;0;0;0;5;0;X;0;0;8;0;X;X;0;X;0;X;X;0;X;0;0;0;0;3;0;X;0;0;5;0;X;0;0;0;0;8;12;5;11;13;7;4;4;X;X;0;X;X;12;5;11;6;7;10;X;5;3;3;3;4;0;53;4;73;18;16;19;25;X;41;11;6;13;28;X;32;7;10;6;14;X;X;0;0;0;37;3;0;0;13;6;3;X;0;0;56;10;X;0;5;X;X;0;0;0;10;17;0;0;142;41;32;9;6;X;0;0;103;30;X;0;72;26;70;15;22;7;4;X;0;0;45;18;X;0;10;X;X;X;0;0;58;12;0;0;X;0;3;0;8;X;8;X;6;0;8;0;5;X;3;4;3;X;X;X;X;3;3;8;X;4;10;3;3;X;0;0;38;20;X;0;X;X;17;4;3;12;10;0;16;4;4;4;52;25;22;17;30;8;22;30;26;22;16;14;X;X;3;X;X;0;3;X;0;0;2302800
230280005000055;12;5;X;3;6;13;11;8;7;X;6;12;6;0;0;0;12;0;X;0;0;4;0;X;0;0;X;0;0;0;0;3;0;0;0;0;6;0;X;0;0;12;0;X;0;0;10;0;X;0;0;7;0;0;0;0;7;0;0;0;0;X;0;0;0;0;6;0;X;X;0;9;0;0;0;0;6;0;7;4;X;0;3;6;6;5;3;X;X;7;4;5;X;0;3;3;7;5;3;4;0;4;5;X;12;5;X;3;6;11;8;4;4;X;4;8;3;0;0;0;12;0;X;0;0;4;0;X;0;0;X;0;0;0;0;3;0;0;0;0;6;0;X;0;0;10;0;X;0;0;7;0;0;0;0;4;0;0;0;0;4;0;0;0;0;X;0;0;0;0;4;0;X;X;0;6;0;0;0;0;3;0;7;4;X;0;3;5;3;X;X;X;X;4;X;5;X;0;3;3;6;5;X;3;0;3;4;X;19;0;36;12;16;10;13;0;14;9;8;7;6;0;22;3;8;3;X;0;0;0;0;0;17;0;0;0;X;X;0;0;0;0;34;11;0;0;X;0;X;X;0;0;14;9;0;0;71;22;5;X;X;X;0;0;65;20;0;0;35;16;36;6;4;X;X;0;0;0;30;15;0;0;X;0;0;X;0;0;35;5;0;0;0;0;0;0;0;0;0;0;3;0;4;0;5;X;X;X;X;3;X;X;X;X;4;3;3;X;X;X;X;0;0;0;20;12;0;0;0;0;11;5;8;7;0;0;3;X;X;0;23;13;19;12;4;X;19;4;X;18;11;12;0;0;X;X;0;0;3;0;0;0;2302800
230280005000056;11;7;11;9;13;4;10;15;11;8;4;7;4;X;0;0;10;0;X;0;0;5;0;0;0;0;11;0;X;0;X;6;0;4;0;0;9;0;0;X;0;3;0;4;0;0;6;0;4;0;0;11;0;X;0;0;9;0;0;0;0;8;0;0;X;0;3;0;X;0;0;6;0;X;X;0;X;0;5;3;7;6;5;3;5;9;5;5;3;4;X;6;4;4;3;8;X;5;6;6;3;X;3;X;11;7;11;5;9;4;6;11;6;6;X;X;X;X;0;0;10;0;X;0;0;5;0;0;0;0;11;0;X;0;X;3;0;X;0;0;7;0;0;X;0;3;0;X;0;0;4;0;3;0;0;8;0;X;0;0;4;0;0;0;0;6;0;0;X;0;X;0;0;0;0;X;0;X;0;0;0;0;5;3;7;X;3;3;3;5;X;4;X;0;0;6;4;4;3;6;X;3;6;4;X;X;X;X;29;0;41;21;10;13;15;0;18;15;5;9;14;0;23;6;5;4;3;0;0;0;0;0;26;0;0;0;10;6;X;0;X;0;29;15;0;0;X;X;X;X;0;0;8;11;0;0;80;34;14;7;X;X;X;0;63;26;0;0;38;24;42;10;5;5;0;0;0;0;33;19;0;0;9;X;X;X;X;0;30;7;0;0;0;0;3;0;X;0;0;X;4;X;X;0;3;X;5;3;X;3;4;X;X;X;0;5;0;X;7;5;X;X;0;0;19;15;0;0;3;0;14;10;5;8;X;0;X;X;X;X;27;21;22;18;5;3;22;5;0;27;15;8;0;0;X;X;0;0;0;X;0;0;2302800
230280005000057;6;4;9;4;10;4;5;8;5;4;X;4;3;0;X;0;5;0;X;0;0;3;0;X;X;X;6;0;0;0;0;4;0;3;X;0;6;0;X;0;X;X;0;X;X;0;3;0;0;0;0;8;0;X;X;0;3;0;X;0;0;3;0;X;0;0;0;0;X;X;0;X;0;0;X;0;X;0;5;3;X;X;4;0;4;3;X;3;X;3;X;X;X;7;X;6;4;X;5;3;X;0;X;X;6;3;9;4;10;4;4;6;4;X;X;X;X;0;X;0;5;0;X;0;0;X;0;X;X;X;6;0;0;0;0;4;0;3;X;0;6;0;X;0;X;X;0;X;X;0;X;0;0;0;0;6;0;X;X;0;X;0;X;0;0;X;0;X;0;0;0;0;X;0;0;0;0;0;X;0;X;0;5;X;X;X;4;0;3;X;X;X;X;0;X;X;X;7;X;6;4;X;4;X;0;0;X;X;18;X;32;4;7;6;9;X;13;X;5;5;9;0;19;X;X;X;X;0;X;0;X;0;13;X;0;0;6;0;3;0;X;0;22;4;0;0;4;0;X;X;0;0;X;5;0;0;57;11;12;0;6;X;X;0;37;10;0;0;27;8;30;3;6;0;3;X;X;0;17;7;0;0;6;0;3;0;X;0;20;3;0;0;0;0;X;0;X;0;3;0;3;0;X;0;3;0;X;X;3;0;X;0;X;0;0;X;X;X;6;0;3;X;0;0;14;3;0;0;X;0;10;0;5;3;X;0;5;X;0;0;23;4;17;3;6;X;17;6;X;15;9;8;0;X;0;0;0;0;0;0;0;0;2302800
230280005000058;18;25;24;28;21;20;7;12;17;18;9;20;7;X;4;0;13;0;5;X;0;19;0;10;5;0;9;0;9;X;0;16;X;4;X;0;16;0;X;X;0;17;0;X;X;0;5;0;X;6;0;5;0;3;3;0;11;0;X;X;0;15;0;X;X;0;7;0;7;3;0;10;0;6;X;0;0;0;5;14;12;15;10;16;4;7;6;10;5;10;4;13;11;12;13;11;4;3;5;11;8;4;10;3;18;24;23;26;18;12;4;5;7;5;5;4;3;X;4;0;13;0;5;X;0;18;0;10;5;0;8;0;9;X;0;14;X;4;0;0;14;0;X;0;0;11;0;X;0;0;3;0;0;X;0;3;0;X;0;0;6;0;X;0;0;4;0;X;0;0;4;0;X;0;0;X;0;3;0;0;0;0;5;13;11;14;7;9;X;3;X;3;4;X;X;13;11;12;12;11;3;X;X;5;X;X;3;X;65;X;72;33;17;37;29;X;37;21;10;19;36;0;35;12;7;18;16;0;10;0;0;0;39;X;0;0;16;4;4;10;0;0;51;19;X;0;7;9;0;6;0;0;10;22;0;0;154;72;39;13;14;16;0;0;100;43;X;0;76;42;78;30;22;5;6;11;0;0;48;26;0;0;17;8;8;5;0;0;52;17;X;0;X;0;6;0;8;0;9;X;8;X;X;3;0;X;X;6;6;6;4;5;3;3;X;8;X;X;12;7;5;11;0;0;33;20;X;0;6;0;9;11;7;11;9;0;17;9;3;7;51;38;22;22;29;16;22;29;18;20;26;21;0;0;X;X;0;0;X;4;0;0;2302800
230280005000059;X;X;X;0;0;X;0;3;0;X;0;0;X;0;0;0;X;0;0;0;0;X;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;X;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;X;0;X;0;0;0;0;X;0;X;0;0;0;0;X;X;0;0;X;0;X;0;0;0;0;X;X;X;X;0;0;X;0;X;0;X;0;0;0;0;0;0;X;0;0;0;0;X;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;X;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;X;0;0;0;0;X;0;X;0;0;0;0;X;X;0;0;X;0;X;0;0;0;0;0;5;0;3;X;X;X;3;0;X;X;X;0;X;0;X;0;0;X;0;0;X;0;0;0;4;0;0;0;0;0;X;0;0;0;X;X;0;0;0;0;0;0;0;0;X;X;0;0;9;X;0;0;X;0;0;0;7;X;0;0;5;X;4;X;0;0;X;0;0;0;4;X;0;0;0;0;X;0;0;0;3;X;0;0;0;0;0;0;X;0;0;0;0;0;X;0;0;0;X;0;0;0;X;0;0;0;0;0;0;X;0;0;X;0;0;0;3;X;0;0;X;0;X;0;X;0;0;0;X;0;0;X;4;X;3;0;X;X;3;X;0;3;X;0;0;0;0;0;0;0;0;0;0;0;2302800
230280005000060;31;44;35;41;43;33;33;40;45;27;22;41;31;14;X;0;15;0;18;3;0;23;0;19;X;0;14;0;12;X;0;28;0;15;X;0;27;0;15;X;0;17;0;13;X;0;19;0;14;4;0;22;0;22;X;0;22;0;8;3;0;16;0;6;3;0;13;0;21;X;0;18;0;16;X;0;14;0;15;24;18;16;24;14;16;15;20;9;7;17;7;16;20;17;25;19;19;17;25;25;18;15;24;24;31;44;34;41;42;32;31;40;44;26;21;32;23;14;X;0;15;0;18;3;0;23;0;18;X;0;14;0;12;X;0;28;0;14;X;0;27;0;14;X;0;17;0;11;X;0;19;0;14;4;0;22;0;22;X;0;21;0;8;3;0;15;0;5;3;0;13;0;18;X;0;12;0;12;X;0;10;0;15;24;17;16;23;13;15;15;20;9;6;15;5;16;20;17;25;19;19;16;25;24;17;15;17;18;109;X;230;5;102;19;56;X;102;3;35;5;53;0;128;X;67;14;50;X;7;0;0;0;52;0;0;0;87;4;9;0;0;0;134;X;0;0;43;8;9;0;0;0;50;11;0;0;441;25;180;13;25;0;0;0;236;12;0;0;193;9;248;16;70;6;12;0;0;0;111;3;0;0;110;7;13;0;0;0;125;9;0;0;0;0;3;0;5;0;12;0;19;0;16;0;13;X;24;0;28;X;16;0;14;X;23;3;12;3;72;3;11;0;0;0;102;6;0;0;4;0;55;X;26;3;4;0;57;X;39;4;185;9;85;4;100;5;85;100;28;57;52;45;4;10;7;8;X;5;7;11;8;10;2302800
230280005000061;26;46;34;27;22;26;31;38;19;23;24;24;19;8;3;0;15;0;15;3;0;28;0;7;X;0;26;0;3;X;0;22;0;5;X;0;15;0;11;X;0;14;0;10;X;0;20;0;9;3;0;26;0;3;X;0;14;0;7;0;0;16;0;6;X;0;17;0;8;X;0;15;0;8;X;0;10;0;16;20;13;14;9;10;15;9;11;6;14;10;4;10;26;21;13;13;16;16;29;8;17;10;14;15;26;45;32;26;22;25;29;33;17;20;21;21;13;8;3;0;15;0;14;3;0;28;0;6;X;0;25;0;3;X;0;22;0;5;X;0;15;0;11;X;0;13;0;9;X;0;19;0;9;3;0;21;0;3;X;0;13;0;6;0;0;14;0;6;X;0;14;0;8;0;0;13;0;5;X;0;7;0;16;19;11;13;9;10;14;7;10;4;13;10;X;10;26;21;13;13;15;15;26;7;16;8;11;11;103;3;152;11;75;15;46;3;63;5;29;5;57;0;89;6;46;10;28;X;7;0;0;0;68;X;0;0;40;X;9;X;0;0;103;8;0;0;25;4;X;X;0;0;48;10;0;0;330;29;93;7;18;3;0;0;219;19;0;0;138;13;192;16;38;3;10;X;0;0;90;9;0;0;55;4;8;X;0;0;129;10;0;0;0;0;7;0;7;X;9;0;13;0;14;X;15;X;21;X;8;0;14;X;13;X;10;X;6;5;39;6;5;0;0;0;93;9;0;0;6;X;31;X;16;4;8;0;49;3;27;6;137;15;53;6;84;9;53;84;30;36;36;43;5;8;5;X;X;8;6;11;X;0;2302800
230280005000064;24;33;52;25;21;38;27;22;27;33;25;34;24;11;0;0;13;0;11;X;X;19;0;19;X;X;29;X;10;X;0;13;0;7;X;X;12;0;14;X;0;23;0;7;0;0;20;0;7;0;0;15;0;13;X;X;10;X;14;5;X;12;0;13;0;0;12;0;13;X;X;18;0;9;X;0;13;0;13;20;19;9;11;20;11;8;9;14;12;19;9;11;13;33;16;10;18;16;14;18;19;13;15;15;24;33;52;25;21;32;27;21;26;28;18;26;17;11;0;0;13;0;11;X;X;19;0;19;X;X;29;X;10;X;0;13;0;7;X;X;12;0;12;0;0;20;0;7;0;0;20;0;7;0;0;14;0;13;X;X;10;0;13;4;X;9;0;12;0;0;6;0;10;X;0;15;0;8;X;0;8;0;13;20;19;9;11;15;11;7;9;12;9;14;6;11;13;33;16;10;17;16;14;17;16;9;12;11;109;0;152;8;89;27;52;0;62;6;41;13;57;0;90;X;48;14;41;0;3;0;3;0;61;0;X;0;56;X;4;X;3;0;89;4;0;X;43;6;6;3;X;X;38;17;0;0;350;35;140;8;13;4;8;X;188;21;X;X;155;19;195;16;63;7;7;X;5;0;79;10;X;0;77;X;6;X;3;X;109;11;0;X;X;0;7;0;15;0;11;0;8;0;15;3;15;0;17;X;16;X;19;X;8;5;13;3;8;X;60;X;5;0;3;X;86;12;0;X;12;0;37;3;24;4;12;0;45;X;24;7;154;16;73;7;81;9;73;81;19;60;42;30;X;7;3;X;4;3;4;8;3;X;2302800
230280005000065;38;66;56;59;40;49;38;29;28;20;25;36;20;15;X;0;21;0;20;X;0;45;0;18;5;0;33;0;17;4;0;37;X;11;5;0;23;X;9;X;0;37;X;14;X;0;22;0;6;3;0;20;0;6;X;0;21;0;6;X;0;13;0;5;X;0;18;0;7;4;0;24;X;4;0;0;16;0;18;29;24;30;17;20;18;14;11;7;9;16;8;20;37;32;29;23;29;20;15;17;13;16;20;12;37;66;56;56;40;49;36;25;25;18;16;24;10;14;X;0;21;0;20;X;0;45;0;18;5;0;33;0;15;4;0;36;X;11;5;0;23;X;9;X;0;37;X;14;X;0;20;0;4;3;0;18;0;5;X;0;19;0;6;X;0;11;0;3;X;0;11;0;6;3;0;15;0;3;0;0;7;0;17;29;24;28;17;20;16;12;9;7;4;10;3;20;37;32;28;23;29;20;13;16;11;12;14;7;159;X;231;12;68;33;70;X;102;8;24;16;89;0;129;4;44;17;52;X;8;0;0;0;99;0;0;0;58;5;16;0;0;0;153;7;4;0;18;4;6;X;0;0;44;27;0;X;458;46;128;10;30;X;0;0;296;34;4;X;196;25;262;21;48;7;18;X;0;0;128;16;X;X;80;3;12;0;0;0;168;18;X;0;X;0;15;0;18;0;20;X;20;0;20;0;20;X;15;0;17;X;13;X;9;4;17;10;X;9;45;4;15;X;0;0;126;22;X;X;16;0;62;X;18;11;18;0;50;X;23;13;187;28;96;13;91;15;96;91;27;78;55;65;X;10;7;X;4;7;4;8;X;X;2302800
230280005000066;30;39;32;29;39;30;34;27;34;15;18;29;11;9;0;0;21;0;8;6;0;25;0;12;X;0;19;0;6;X;0;22;0;12;3;0;24;0;9;X;0;20;0;6;X;0;26;0;X;X;0;24;0;3;X;0;29;0;4;X;0;10;0;5;4;0;9;0;9;4;0;16;0;3;X;0;6;0;17;16;16;14;16;14;12;11;17;6;10;11;4;13;23;16;15;23;16;22;16;17;9;8;18;7;30;39;31;29;38;28;31;23;32;9;14;17;6;9;0;0;21;0;8;6;0;25;0;11;X;0;19;0;6;X;0;22;0;11;3;0;24;0;8;X;0;19;0;6;X;0;23;0;X;X;0;20;0;3;X;0;27;0;3;X;0;5;0;4;X;0;8;0;4;X;0;11;0;0;X;0;4;0;17;16;15;14;15;12;11;8;16;X;8;7;X;13;23;16;15;23;16;20;15;16;7;6;10;5;100;X;181;12;46;27;48;X;76;8;18;13;52;0;105;4;28;14;28;X;7;0;0;0;65;0;0;0;35;X;11;0;0;0;135;10;0;0;11;10;7;4;0;0;28;13;0;0;327;40;74;13;25;4;0;0;228;23;0;0;142;22;185;18;30;6;13;X;0;0;99;15;0;0;44;7;12;3;0;0;129;8;0;0;X;0;6;0;10;0;10;0;19;0;12;0;20;X;7;X;17;X;7;3;9;3;10;6;4;3;25;7;10;3;0;0;97;10;0;0;7;0;20;X;11;4;10;0;65;3;19;11;132;20;38;6;94;14;38;94;38;22;50;55;X;5;8;4;4;5;3;0;0;0;2302800
230280005000067;82;71;88;62;79;58;59;53;66;31;32;40;38;16;4;0;62;0;16;6;0;49;0;31;5;0;52;0;10;5;X;46;0;12;6;0;61;0;8;3;0;47;0;8;7;0;44;0;17;5;X;30;0;22;3;X;40;0;11;3;X;16;0;6;X;0;24;0;16;X;0;22;0;14;0;0;24;0;37;43;48;30;37;26;27;24;28;12;14;13;11;45;28;40;32;42;32;32;29;38;19;18;27;27;82;69;85;59;76;52;53;45;50;17;16;24;20;16;4;0;62;0;16;6;0;47;0;29;5;0;51;0;10;4;X;44;0;11;6;0;59;0;8;3;0;41;0;8;6;0;39;0;15;5;X;24;0;19;3;0;28;0;6;3;0;8;0;X;X;0;12;0;10;X;0;13;0;8;0;0;12;0;37;42;46;28;34;21;22;19;19;6;6;7;X;45;27;39;31;42;31;31;26;31;11;10;17;18;236;5;335;42;77;64;125;3;143;29;21;29;111;X;192;13;56;35;61;X;15;0;0;0;160;3;0;0;71;6;27;X;X;X;235;33;0;0;26;21;6;X;0;X;45;41;0;0;648;111;158;29;48;3;X;X;440;77;0;0;289;61;359;50;72;12;25;X;X;X;190;46;0;0;86;17;23;X;0;X;250;31;0;0;0;0;16;0;25;0;18;X;40;X;31;X;28;X;26;3;37;7;12;9;11;12;16;11;12;13;66;16;23;X;X;X;182;42;0;0;21;0;65;9;10;16;20;0;115;7;41;29;272;61;96;25;176;36;96;176;61;69;97;75;4;12;12;11;4;6;14;9;0;X;2302800
230280005000068;63;67;60;48;53;36;42;35;43;22;23;34;25;4;0;0;59;0;4;X;0;61;0;5;X;0;53;0;X;X;0;45;0;4;0;0;49;0;X;X;0;33;0;X;X;0;40;0;3;X;0;31;0;0;4;0;39;0;X;X;0;19;0;4;0;0;19;0;3;0;0;31;0;3;4;0;18;0;32;38;27;25;21;15;20;10;21;9;12;13;7;31;29;33;23;32;21;22;25;22;13;11;21;18;63;67;60;48;52;36;41;33;35;16;18;8;4;4;0;0;59;0;4;X;0;61;0;5;X;0;53;0;X;X;0;45;0;4;0;0;48;0;X;X;0;33;0;X;X;0;39;0;X;X;0;30;0;0;X;0;33;0;X;0;0;14;0;3;0;0;15;0;X;0;0;7;0;0;X;0;3;0;32;38;27;25;20;15;19;10;15;8;9;X;X;31;29;33;23;32;21;22;23;20;8;9;7;3;190;0;245;12;46;58;97;0;104;8;19;22;93;0;141;4;27;36;13;0;4;0;0;0;173;0;0;0;11;X;6;X;0;0;228;9;0;0;6;6;X;4;0;0;39;48;0;0;481;70;30;7;11;6;0;0;440;57;0;0;220;30;261;40;12;X;7;3;0;0;201;26;0;0;18;6;4;3;0;0;239;31;0;0;4;0;9;0;18;0;19;0;25;X;17;0;25;X;23;X;19;5;9;5;12;X;5;17;3;12;14;3;5;3;0;0;169;37;0;0;6;0;32;5;8;10;25;0;96;3;21;25;188;43;46;15;142;28;46;142;61;29;84;67;3;4;13;6;6;5;X;5;X;0;2302800
230280005000069;74;89;105;80;71;68;44;35;55;35;21;32;19;20;X;0;51;X;24;9;0;56;0;17;6;0;82;0;14;6;0;60;0;13;4;0;54;0;11;7;0;50;0;13;9;0;22;0;7;3;0;25;0;10;11;0;34;0;13;5;0;17;0;6;5;0;10;0;7;7;0;18;0;5;4;0;10;0;42;46;48;38;33;32;21;19;26;16;6;19;7;32;43;57;42;38;36;23;16;29;19;15;13;12;74;87;104;74;65;55;26;22;34;20;10;13;5;20;X;0;51;X;23;9;0;55;0;16;6;0;82;0;14;5;0;55;0;13;4;0;48;0;10;4;0;41;0;9;3;0;14;0;6;X;0;14;0;6;4;0;24;0;10;3;0;7;0;4;3;0;3;0;4;X;0;8;0;X;0;0;4;0;42;45;47;33;29;24;10;10;15;7;X;7;0;32;42;57;41;36;31;16;12;19;13;8;6;5;265;3;276;77;48;59;134;X;121;48;16;32;131;X;155;29;32;27;59;X;17;0;0;0;188;X;X;0;58;10;22;18;0;0;196;49;0;0;19;12;7;14;0;0;22;33;0;0;589;139;136;24;46;32;0;0;406;83;X;0;271;82;318;57;65;11;27;19;0;0;179;52;0;0;71;13;19;13;0;0;227;31;X;0;11;0;30;0;48;0;34;X;31;X;30;9;15;8;15;7;24;10;14;8;10;6;8;9;4;5;55;11;25;19;0;0;193;34;X;0;35;0;45;17;10;13;54;0;104;19;26;15;274;64;90;30;184;34;90;184;75;52;81;51;4;10;5;4;7;3;8;12;X;X;2302800
230280005000070;103;96;89;74;96;62;65;60;50;31;33;49;14;21;4;0;78;0;20;6;X;69;0;18;3;0;68;0;17;X;0;56;0;17;8;0;71;0;14;X;0;46;0;15;5;0;45;0;8;8;0;44;0;11;3;0;36;0;7;4;0;20;0;9;4;X;19;0;13;3;0;33;0;6;0;0;8;0;59;50;45;38;44;36;28;31;21;17;15;21;4;44;46;44;36;52;26;37;29;29;14;18;28;10;98;96;86;69;86;50;45;37;30;13;13;11;4;20;4;0;74;0;20;6;X;69;0;16;3;0;67;0;15;X;0;53;0;16;6;0;64;0;11;X;0;37;0;12;4;0;29;0;3;5;0;29;0;9;X;0;19;0;4;X;0;8;0;4;3;0;6;0;3;X;0;6;0;X;0;0;3;0;54;50;42;33;38;26;17;15;11;7;8;3;X;44;46;44;36;48;24;28;22;19;6;5;8;3;280;8;317;90;41;86;146;8;140;58;19;38;134;0;177;32;22;48;56;3;13;0;X;0;210;5;0;0;66;16;20;7;0;0;231;67;0;0;12;23;6;5;0;X;23;57;0;0;638;184;134;42;39;12;X;X;464;129;0;0;305;104;333;80;58;24;22;6;X;0;224;74;0;0;76;18;17;6;0;X;240;55;0;0;0;0;29;0;27;0;34;X;44;5;24;8;33;13;24;14;19;13;9;10;13;12;7;25;X;6;56;19;17;9;X;X;191;79;0;0;22;0;61;30;13;21;34;0;117;25;18;32;265;108;96;51;169;57;96;169;70;67;105;76;X;4;10;5;11;5;12;7;0;0;2302800
230280005000072;27;50;68;67;44;30;53;56;44;26;25;45;24;4;3;0;20;0;18;X;0;31;0;22;4;0;41;X;17;8;0;42;0;13;X;0;29;0;8;0;0;22;0;14;5;0;34;0;16;6;0;34;0;13;5;0;26;0;7;5;0;14;0;4;0;0;21;0;10;5;0;30;0;8;X;0;14;0;16;24;27;36;23;13;22;32;19;10;14;17;8;11;26;41;31;21;17;31;24;25;16;11;28;16;27;49;67;66;44;28;46;47;41;20;20;29;10;4;3;0;20;0;17;X;0;31;0;22;4;0;40;X;16;8;0;42;0;13;X;0;29;0;8;0;0;20;0;12;3;0;31;0;15;4;0;28;0;12;4;0;25;0;5;5;0;10;0;X;0;0;18;0;8;X;0;19;0;3;X;0;6;0;16;23;27;35;23;11;18;23;17;7;11;9;X;11;26;40;31;21;17;28;24;24;13;9;20;8;143;X;272;22;79;41;66;X;127;18;29;20;77;X;145;4;50;21;43;X;8;0;0;0;91;X;X;0;76;5;21;5;0;0;175;12;0;0;18;11;8;4;0;0;53;26;0;0;494;65;137;17;37;9;0;0;319;39;X;0;222;39;272;26;59;11;25;5;0;0;138;23;0;0;78;6;12;4;0;0;181;16;X;0;X;0;7;0;22;0;19;0;17;0;16;X;25;5;30;4;22;X;15;5;16;4;20;9;5;5;60;7;14;5;0;0;141;23;0;0;14;0;62;10;23;13;16;0;67;X;33;10;215;35;99;23;116;12;99;116;41;76;61;64;X;6;6;X;3;X;9;6;0;0;2302800
230280005000073;56;47;60;44;42;46;42;31;40;28;20;29;20;18;4;0;34;0;11;3;0;33;0;13;6;0;41;0;9;X;0;34;0;4;4;0;34;0;5;6;0;35;0;6;X;0;34;0;8;0;0;23;0;4;X;X;33;0;5;3;0;20;0;X;4;0;15;0;X;3;0;24;0;X;0;0;18;0;30;22;37;23;17;23;19;11;18;13;11;15;11;26;25;23;21;25;23;23;20;22;15;9;14;9;55;45;56;42;39;41;30;20;19;12;8;12;X;18;3;0;34;0;10;3;0;32;0;12;6;0;38;0;8;X;0;33;0;4;3;0;32;0;4;6;0;31;0;4;X;0;24;0;4;0;0;16;0;X;0;X;17;0;3;X;0;8;0;X;X;0;5;0;0;X;0;10;0;0;0;0;X;0;29;20;34;21;16;21;14;6;5;X;3;7;X;26;25;22;21;23;20;16;14;14;10;5;5;0;156;7;191;54;33;64;83;6;83;28;13;37;73;X;108;26;20;27;40;X;12;X;0;0;104;4;0;0;25;11;12;3;X;0;153;40;0;0;4;6;5;5;0;0;24;53;0;0;380;125;69;19;29;9;X;0;281;97;0;0;179;71;201;54;33;12;18;7;0;0;128;52;0;0;36;7;11;X;X;0;153;45;0;0;3;0;12;0;25;X;16;0;23;X;20;X;16;7;11;6;10;9;8;9;6;5;9;9;X;10;19;6;12;5;0;0;129;48;0;0;15;X;22;9;6;19;25;0;74;16;18;14;160;59;43;29;117;30;43;116;55;32;55;41;4;3;13;4;X;X;6;X;X;0;2302800
