SETOR;V00090;V00091;V00092;V00093;V00094;V00095;V00096;V00097;V00098;V00099;V00100;V00101;V00102;V00103;V00104;V00105;V00106;V00107;V00108;V00109;V00110;V00111;V00112;V00113;V00114;V00115;V00116;V00117;V00118;V00119;V00120;V00121;V00122;V00123;V00124;V00125;V00126;V00127;V00128;V00129;V00130;V00131;V00132;V00133;V00134;V00135;V00136;V00137;V00138;V00139;V00140;V00141;V00142;V00143;V00144;V00145;V00146;V00147;V00148;V00149;V00150;V00151;V00152;V00153;V00154;V00155;V00156;V00157;V00158;V00159;V00160;V00161;V00162;V00163;V00164;V00165;V00166;V00167;V00168;V00169;V00170;V00171;V00172;V00173;V00174;V00175;V00176;V00177;V00178;V00179;V00180;V00181;V00182;V00183;V00184;V00185;V00186;V00187;V00188;V00189;V00190;V00191;V00192;V00193;V00194;V00195;V00196;V00197;V00198;V00199;V00200;V00201;V00202;V00203;V00204;V00205;V00206;V00207;V00208;V00209;V00210;V00211;V00212;V00213;V00214;V00215;V00216;V00217;V00218;V00219;V00220;V00221;V00222;V00223;V00224;V00225;V00226;V00227;V00228;V00229;V00230;V00231;V00232;V00233;V00234;V00235;V00236;V00237;V00238;V00239;V00240;V00241;V00242;V00243;V00244;V00245;V00246;V00247;V00248;V00249;V00250;V00251;V00252;V00253;V00254;V00255;V00256;V00257;V00258;V00259;V00260;V00261;V00262;V00263;V00264;V00265;V00266;V00267;V00268;V00269;V00270;V00271;V00272;V00273;V00274;V00275;V00276;V00277;V00278;V00279;V00280;V00281;V00282;V00283;V00284;V00285;V00286;V00287;V00288;V00289;V00290;V00291;V00292;V00293;V00294;V00295;V00296;V00297;V00298;V00299;V00300;V00301;V00302;V00303;V00304;V00305;V00306;V00307;V00308;V00309;V00310;V00311;V00312;V00313;V00314;V00315;V00316;V00317;V00318;V00319;V00320;V00321;V00322;V00323;V00324;V00325;V00326;V00327;V00328;V00329;V00330;V00331;V00332;V00333;V00334;V00335;V00336;V00337;V00338;V00339;V00340;V00341;V00342;V00343;V00344;V00345;V00346;V00347;V00348;V00349;V00350;V00351;V00352;V00353;V00354;V00355;V00356;V00357;V00358;V00359;V00360;V00361;V00362;V00363;V00364;V00365;V00366;V00367;V00368;V00369;V00370;V00371;V00372;V00373;V00374;V00375;V00376;V00377;V00378;V00379;V00380;V00381;V00382;V00383;V00384;V00385;V00386;V00387;V00388;V00389;V00390;V00391;V00392;V00393;V00394;V00395;V00396;V00397;V00398;V00399;V00400;V00401;V00402;V00403;V00404;V00405;V00406;V00407;V00408;V00409;V00410;V00411;V00412;V00413;V00414;V00415;V00416;V00417;V00418;V00419;V00420;V00421;V00422;V00423;V00424;V00425;V00426;V00427;V00428;V00429;V00430;V00431;V00432;V00433;V00434;V00435;V00436;V00437;V00438;V00439;V00440;V00441;V00442;V00443;V00444;V00445;V00446;V00447;V00448;V00449;V00450;V00451;V00452;V00453;V00454;V00455;V00456;V00457;V00458;V00459;V00460;V00461;V00462;V00463;V00464;V00465;V00466;V00467;V00468;V00469;V00470;V00471;V00472;V00473;V00474;V00475;V00476;V00477;V00478;V00479;V00480;V00481;V00482;V00483;V00484;V00485;V00486;V00487;V00488;V00489;V00490;V00491;V00492;V00493;V00494;V00495;CD_MUN
230280005000108;10;8;0;27;0;0;0;0;0;0;4;0;0;6;0;18;27;0;0;4;6;51;4;0;0;0;0;0;0;42;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;X;0;0;0;0;0;0;12;8;0;31;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;30;X;3;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;45;0;0;0;0;0;10;0;0;14;8;0;33;0;0;0;0;0;0;0;0;0;0;0;22;33;0;0;0;0;33;15;4;3;0;0;0;28;13;4;0;0;0;0;0;0;0;0;0;0;0;5;X;0;3;0;0;0;7;5;0;21;0;4;X;0;9;0;X;X;0;X;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;23;8;7;X;X;X;X;0;0;0;0;0;0;25;X;X;20;5;0;X;0;19;X;X;17;5;0;X;0;0;0;0;0;0;0;0;0;6;0;X;3;0;0;0;0;6;4;0;15;0;0;X;0;0;0;0;0;0;X;0;6;X;0;13;0;X;X;0;3;0;0;0;0;0;0;X;X;0;0;0;0;0;0;0;0;10;15;X;0;X;X;8;12;X;4;0;0;X;X;0;0;42;12;0;0;X;0;34;10;0;0;X;0;0;0;0;0;0;0;8;X;0;0;0;0;11;7;0;24;0;3;X;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;19;23;3;9;0;0;0;0;0;X;0;0;3;X;X;X;0;0;X;0;X;0;0;X;0;X;0;0;0;0;X;X;0;X;33;15;4;3;0;0;0;0;0;55;0;2302800
230280005000109;37;9;0;127;0;X;0;0;9;0;6;0;0;14;0;64;109;3;8;10;10;194;10;0;0;0;0;0;0;168;5;0;0;0;0;0;0;11;0;0;0;0;0;0;0;15;5;0;0;0;0;0;0;44;8;0;142;0;X;X;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;123;6;4;0;0;0;0;0;0;0;0;0;0;0;0;204;0;0;173;0;0;11;0;0;20;0;0;45;9;0;150;0;0;0;0;0;0;0;0;0;0;0;77;127;0;0;0;0;112;65;20;7;0;0;0;93;58;15;7;0;0;0;6;4;X;0;0;0;0;13;3;4;0;0;0;0;20;3;0;89;0;17;3;0;45;0;5;X;0;13;0;3;X;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;67;20;45;10;10;X;5;0;0;0;0;0;0;89;0;0;115;0;0;0;0;71;0;0;102;0;0;0;0;X;0;0;9;0;0;0;0;16;0;0;4;0;0;0;0;25;5;0;59;0;0;0;0;0;0;0;0;0;0;0;20;4;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;55;0;0;0;0;43;72;0;0;0;0;0;0;0;0;69;135;0;0;0;0;58;115;0;0;0;0;X;10;0;0;0;0;10;10;0;0;0;0;17;3;0;49;0;28;6;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;38;46;89;0;0;0;0;0;0;0;0;4;6;X;3;0;0;X;3;0;0;0;4;0;X;X;0;4;0;X;X;4;X;112;65;20;3;3;0;0;0;X;204;0;2302800
230280005000110;X;X;0;17;0;0;0;0;0;0;0;0;0;X;0;11;9;0;0;0;X;21;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;X;X;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;20;0;0;0;0;0;X;0;0;X;X;0;18;0;0;0;0;0;0;0;0;0;0;0;11;10;0;0;0;0;16;3;X;X;0;0;0;16;3;0;X;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;X;0;14;0;0;0;0;3;0;0;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;7;X;X;0;X;X;0;0;0;0;0;0;0;X;0;0;13;X;4;0;0;X;0;0;12;X;4;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;X;0;12;0;0;0;0;X;0;X;0;0;3;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;6;7;X;X;X;X;0;0;0;0;9;12;0;0;0;0;8;12;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;X;0;0;7;0;0;X;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;3;X;X;0;0;0;0;0;21;0;2302800
230280005000111;14;12;0;53;0;0;X;0;0;0;0;0;0;0;0;25;54;0;X;0;0;78;0;0;0;0;0;0;X;78;0;0;0;0;0;0;X;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;14;11;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;24;54;0;0;0;0;0;0;0;0;0;0;0;0;X;X;77;X;X;77;X;X;0;X;0;0;0;0;13;11;0;53;0;X;X;0;0;0;0;X;0;0;0;24;53;0;X;X;0;67;9;X;X;0;X;X;66;9;X;X;0;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;11;12;0;44;0;X;X;0;6;0;0;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;20;47;3;6;0;X;X;0;0;0;X;0;0;X;X;X;4;45;7;X;20;X;X;X;4;45;7;X;19;X;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;X;0;X;0;0;0;0;X;X;0;X;0;5;7;0;33;0;X;X;0;5;0;X;0;0;0;0;5;4;0;11;0;0;0;0;X;0;X;0;0;X;X;X;15;30;X;5;0;X;5;15;0;X;36;44;0;0;0;0;36;43;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;6;5;0;25;0;8;8;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;26;15;29;0;0;0;0;0;0;0;0;X;X;0;X;X;0;0;0;0;X;0;0;0;0;X;0;0;0;0;X;X;0;67;9;X;0;0;X;0;0;0;78;X;2302800
230280005000112;3;0;0;X;0;0;0;0;0;0;0;0;0;0;0;4;X;0;0;0;0;3;X;0;0;0;0;0;0;3;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;X;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;4;X;0;4;X;0;0;0;0;0;0;0;X;0;0;X;0;X;0;0;0;0;0;0;0;0;0;3;X;X;0;0;0;0;X;0;3;0;0;0;0;X;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;X;0;0;0;0;0;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;0;3;0;0;0;0;0;0;0;X;0;X;3;0;0;0;0;X;0;X;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;X;0;X;X;0;0;0;0;0;0;0;0;3;X;0;0;0;0;3;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;X;0;0;0;0;0;0;0;0;0;X;0;X;0;0;0;0;0;X;0;0;X;0;0;0;0;0;0;X;0;0;0;0;X;0;X;X;X;0;0;0;5;0;2302800
230280005000114;56;21;3;96;0;0;0;0;0;0;X;X;0;X;0;97;79;0;0;3;X;143;37;0;0;0;0;0;0;142;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;3;0;0;0;0;0;0;50;16;3;74;0;8;6;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;69;26;11;0;0;0;0;0;0;0;0;0;0;0;0;180;0;0;176;0;0;0;0;0;4;0;0;58;22;3;97;0;0;0;0;0;0;0;0;0;0;0;100;80;0;0;0;0;42;112;12;14;0;0;0;39;112;11;14;0;0;0;0;0;0;0;0;0;0;3;0;X;0;0;0;0;10;7;0;25;0;40;11;X;59;0;X;3;0;8;0;7;X;X;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;12;53;59;7;5;10;4;0;0;0;0;0;0;4;0;36;140;0;0;0;0;4;0;35;137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;3;0;0;0;0;0;0;0;4;0;0;0;0;0;0;13;3;X;19;0;45;19;X;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;0;23;13;75;65;0;0;0;0;0;0;0;0;43;137;0;0;0;0;40;136;0;0;0;0;0;0;0;0;0;0;3;X;0;0;0;0;10;9;0;24;0;48;13;3;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;17;74;63;0;0;0;0;0;0;0;0;4;33;3;31;0;0;X;X;X;0;0;3;0;7;6;0;20;0;3;X;23;10;42;112;12;10;4;0;0;0;0;180;0;2302800
230280005000115;47;27;0;161;0;0;0;0;0;0;0;0;0;0;0;54;181;0;0;0;0;235;0;0;0;0;0;0;0;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;27;0;161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235;0;0;235;0;0;0;0;0;0;0;0;47;27;0;161;0;0;0;0;0;0;0;0;0;0;0;54;181;0;0;0;0;220;13;X;0;0;X;0;220;13;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;24;0;152;0;3;X;0;8;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;51;169;X;11;0;X;0;0;0;0;X;0;0;0;200;27;3;3;X;X;0;0;200;27;3;3;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;26;0;135;0;7;X;0;19;0;0;0;0;3;0;X;0;0;X;0;0;0;0;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;45;155;6;21;0;3;X;X;0;X;X;0;0;0;0;0;139;95;0;0;X;0;139;95;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;30;15;0;94;0;17;12;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;33;106;21;74;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220;13;X;0;0;0;0;0;0;234;X;2302800
230280005000116;46;15;0;185;0;0;0;0;0;0;0;0;0;X;0;53;193;0;0;0;X;246;0;0;0;0;0;0;X;245;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;46;15;0;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;53;193;0;0;0;0;0;0;0;0;0;0;0;0;0;X;245;X;X;244;X;X;0;0;0;X;0;0;45;15;0;185;0;X;0;0;0;0;0;0;0;X;0;52;193;X;0;0;X;235;10;X;0;0;0;0;234;10;X;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;43;14;0;178;0;X;X;0;8;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;183;0;10;X;X;0;0;0;0;0;0;0;0;242;X;0;3;0;0;0;0;242;X;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;45;15;0;182;0;0;0;0;X;0;0;0;0;0;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;192;X;X;0;0;X;X;0;0;0;0;0;0;0;0;85;162;0;0;0;0;85;161;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;15;5;0;65;0;31;10;0;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;71;39;123;0;0;0;0;0;0;0;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;235;10;X;0;0;0;0;0;0;247;0;2302800
230280005000117;19;8;0;68;0;0;0;0;0;0;X;0;0;5;0;52;43;0;0;X;6;90;4;0;0;0;0;0;8;84;3;0;0;0;0;0;8;0;0;0;0;0;0;0;0;6;X;0;0;0;0;0;0;20;7;0;63;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;6;0;46;44;X;X;0;0;0;0;0;0;0;0;0;0;5;3;94;X;7;88;0;7;0;0;0;6;X;0;20;7;0;67;0;0;0;0;X;0;X;X;0;5;0;49;45;0;X;4;3;68;16;4;X;3;10;0;65;12;4;X;3;10;0;0;0;0;0;0;0;0;3;4;0;0;0;0;0;14;5;0;49;0;4;X;0;11;0;X;0;0;3;0;X;0;0;0;0;0;0;0;3;0;X;X;0;7;0;0;0;0;0;0;32;36;12;4;3;X;0;X;X;X;4;6;0;0;0;0;0;98;3;0;X;0;0;0;0;91;3;0;X;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;8;0;70;0;X;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;51;47;X;X;0;0;X;0;0;0;62;31;9;0;0;0;61;26;8;0;0;0;0;0;0;0;0;0;X;5;X;0;0;0;13;6;0;43;0;8;X;0;21;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;31;19;12;3;6;0;0;0;0;0;0;X;10;X;9;0;0;0;X;0;0;0;X;0;X;X;0;8;0;X;X;6;4;68;16;4;X;0;0;0;0;0;89;13;2302800
230280005000118;22;7;0;65;0;0;0;0;0;0;0;0;0;4;0;36;58;0;0;0;4;98;0;0;0;0;0;0;0;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;22;7;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;0;94;0;0;0;0;0;4;0;0;22;7;0;69;0;0;0;0;0;0;0;0;0;0;0;36;62;0;0;0;0;70;21;7;0;0;0;0;67;20;7;0;0;0;0;0;0;0;0;0;0;0;3;X;0;0;0;0;0;10;7;0;53;0;7;0;0;14;0;5;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;45;7;14;4;3;0;0;0;0;0;0;0;0;X;0;6;90;0;0;0;0;X;0;6;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;X;0;0;X;0;0;0;0;0;0;4;0;0;X;0;17;7;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;0;4;X;31;59;0;0;0;0;0;0;0;0;95;3;0;0;0;0;91;3;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;22;7;0;66;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;60;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;21;7;0;0;0;0;0;0;98;0;2302800
230280005000119;16;25;0;45;0;0;0;0;0;0;0;0;0;0;0;61;25;0;0;0;0;0;30;8;0;8;19;17;4;0;30;8;0;8;19;17;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;11;0;12;0;3;X;0;4;0;0;0;0;0;0;0;X;0;6;0;5;3;0;11;0;X;8;0;8;0;0;0;0;4;0;0;0;19;11;5;3;0;0;5;3;13;6;15;X;4;0;18;27;41;18;27;41;0;0;0;0;0;0;4;7;0;7;0;5;4;0;18;0;7;14;0;20;0;15;3;18;9;28;13;24;4;X;X;4;45;7;24;4;X;X;4;45;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;0;10;0;0;X;0;X;0;X;0;0;0;0;0;0;0;X;0;0;X;0;3;0;7;12;0;26;0;0;4;0;3;0;15;9;3;X;X;0;X;0;3;X;32;13;6;X;0;0;0;76;0;0;3;7;0;0;0;76;0;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;20;0;41;0;0;0;0;0;0;0;0;0;0;0;X;X;0;X;0;0;4;0;3;0;0;0;0;0;0;0;54;22;0;0;0;0;X;X;6;X;0;X;84;0;X;0;0;X;84;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;15;25;0;44;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;X;0;59;25;0;0;X;0;0;0;0;86;0;86;0;0;0;0;0;0;0;0;0;16;25;0;45;0;0;0;61;25;24;4;X;0;X;0;0;0;0;30;56;2302800
230280005000121;17;12;0;55;X;0;0;0;0;0;0;0;0;X;0;42;43;0;0;X;0;50;10;0;0;X;0;26;0;48;10;0;0;X;0;26;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;8;7;0;35;0;3;X;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;6;3;0;16;X;0;0;0;0;0;19;31;7;3;0;0;0;0;X;0;0;0;17;9;0;0;83;X;X;81;X;X;0;0;0;X;0;0;15;12;0;55;X;X;0;0;X;0;X;0;0;X;0;41;42;X;X;X;0;55;26;4;X;0;X;0;54;25;4;X;0;X;0;0;0;0;0;0;0;0;X;X;0;0;0;0;0;10;10;0;35;0;4;X;0;20;X;X;X;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;29;26;12;14;X;X;X;0;0;0;0;X;0;0;3;X;23;60;0;0;0;0;X;X;23;59;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;X;0;0;0;0;0;X;0;X;0;0;0;0;X;0;4;X;0;17;X;13;10;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;X;14;9;29;31;0;0;0;0;0;0;0;0;39;41;7;0;0;0;39;39;7;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;9;5;0;25;0;7;7;0;27;0;X;0;0;5;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;16;19;22;X;5;0;0;0;0;0;0;11;26;11;26;0;0;0;0;X;X;0;8;0;8;3;0;14;X;6;5;19;7;55;26;4;X;0;0;0;0;0;86;X;2302800
230280005000122;52;23;3;162;0;0;0;0;0;0;X;X;0;3;0;124;116;0;0;3;3;206;34;0;0;X;X;X;X;201;33;0;0;X;X;X;X;0;0;0;0;0;0;0;0;5;X;0;0;0;0;0;0;46;23;X;135;0;6;0;X;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;X;X;0;0;0;X;0;0;X;0;105;101;20;14;0;0;0;0;X;0;0;X;0;X;X;X;239;0;7;233;0;7;0;0;0;6;0;0;52;23;3;161;0;0;0;0;0;0;X;X;0;4;0;125;114;0;0;X;5;84;145;12;3;X;0;X;80;143;12;3;X;0;X;0;0;0;0;0;0;0;4;X;0;0;0;0;0;14;9;0;61;0;34;14;3;94;0;4;0;0;8;0;X;0;0;X;0;0;X;0;0;0;0;0;0;0;0;X;0;0;0;0;34;50;82;63;6;6;3;0;X;0;0;0;X;0;23;28;94;99;X;0;0;X;22;26;93;97;X;0;0;X;0;0;0;0;0;0;0;0;X;X;X;X;0;0;0;0;6;3;0;14;0;8;4;X;15;0;21;5;0;68;0;18;12;X;67;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;13;10;18;10;52;42;42;57;X;0;0;0;0;0;X;0;108;135;3;0;0;0;104;133;3;0;0;0;0;0;0;0;0;0;4;X;0;0;0;0;22;14;0;72;0;32;9;X;92;0;0;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;53;72;63;0;3;0;0;0;0;0;0;20;20;20;19;0;0;0;X;X;0;0;18;0;6;X;X;12;0;15;5;7;13;84;145;12;X;X;0;0;0;0;244;X;2302800
230280005000123;19;15;5;93;X;0;0;0;0;0;5;X;0;10;X;70;63;0;0;6;11;145;6;0;0;0;0;0;0;130;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;3;0;0;0;0;0;0;22;15;5;101;X;X;X;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;69;X;5;0;0;0;0;0;0;0;0;0;0;0;0;148;3;0;131;X;0;0;0;0;16;X;0;24;14;5;104;X;0;X;0;0;X;0;0;0;0;0;75;73;X;X;0;0;57;84;5;4;0;X;0;50;75;5;3;0;0;0;0;0;0;0;0;0;0;7;9;0;X;0;0;0;6;7;X;41;X;15;9;4;56;0;X;0;0;3;0;X;0;0;3;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;21;36;49;35;X;3;4;0;0;0;X;0;0;0;X;0;0;149;0;0;X;0;X;0;0;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;24;16;5;102;X;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;X;0;0;0;0;0;75;74;0;0;0;0;X;0;0;0;14;136;X;0;0;0;13;119;X;0;0;0;0;0;0;0;0;0;X;16;0;0;0;0;4;0;0;10;0;20;16;5;93;X;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;69;67;0;X;0;0;0;0;0;0;X;5;X;X;0;0;0;3;X;0;0;0;0;X;X;0;3;0;X;0;0;5;57;84;5;3;0;0;X;0;0;150;X;2302800
230280005000124;94;18;9;241;X;X;0;0;0;0;4;X;0;7;0;203;160;X;0;5;7;318;27;0;27;0;3;0;X;312;21;0;26;0;3;0;X;0;X;0;0;0;0;0;0;6;5;0;X;0;0;0;0;87;14;8;209;0;5;3;X;18;0;0;0;0;0;0;6;X;0;19;X;0;0;0;0;0;X;0;0;X;0;0;0;0;0;0;0;X;0;0;0;183;135;12;15;0;0;12;15;0;0;X;X;0;0;X;0;373;X;X;360;X;X;X;0;0;12;0;0;99;18;9;246;X;0;0;0;X;0;0;X;0;0;0;208;165;0;X;X;0;51;309;13;3;0;0;0;43;306;11;3;0;0;0;X;0;0;0;0;0;0;7;3;X;0;0;0;0;8;7;X;35;0;86;12;8;202;X;4;0;0;9;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;26;174;135;8;5;X;X;0;0;0;0;0;0;6;6;3;361;0;0;0;0;5;5;3;350;0;0;0;0;0;0;0;X;0;0;0;0;X;X;0;10;0;0;0;0;X;X;X;X;0;X;X;0;4;0;X;0;0;X;0;95;17;8;240;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;X;0;6;X;X;202;159;0;0;0;0;0;0;0;0;35;340;0;0;0;X;33;329;0;0;0;X;0;X;0;0;0;0;X;10;0;0;0;0;8;3;0;24;0;91;16;9;223;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;22;13;187;153;0;0;0;0;0;0;0;X;47;11;44;7;X;0;X;4;9;3;0;34;X;3;X;X;5;0;22;25;4;7;51;309;13;X;X;X;0;0;0;376;0;2302800
